Question No,Title,Url,Difficulty,Tag
1624,Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,Easy,"Hash Table, String"
1625,Lexicographically Smallest String After Applying Operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,Medium,"String, Breadth-First Search"
1626,Best Team With No Conflicts,https://leetcode.com/problems/best-team-with-no-conflicts,Medium,"Array, Dynamic Programming, Sorting"
1627,Graph Connectivity With Threshold,https://leetcode.com/problems/graph-connectivity-with-threshold,Hard,"Array, Math, Union Find"
1628,Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,Medium,"Math, Stack, Tree, Design, Binary Tree"
1629,Slowest Key,https://leetcode.com/problems/slowest-key,Easy,"Array, String"
1630,Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,Medium,"Array, Sorting"
1631,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,Medium,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1632,Rank Transform of a Matrix,https://leetcode.com/problems/rank-transform-of-a-matrix,Hard,"Array, Greedy, Union Find, Graph, Topological Sort, Matrix"
1633,Percentage of Users Attended a Contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest,Easy,Database
1634,Add Two Polynomials Represented as Linked Lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,Medium,"Linked List, Math, Two Pointers"
1635,Hopper Company Queries I,https://leetcode.com/problems/hopper-company-queries-i,Hard,Database
1636,Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,Easy,"Array, Hash Table, Sorting"
1637,Widest Vertical Area Between Two Points Containing No Points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,Medium,"Array, Sorting"
1638,Count Substrings That Differ by One Character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,Medium,"Hash Table, String, Dynamic Programming"
1639,Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,"Array, String, Dynamic Programming"
1640,Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation,Easy,"Array, Hash Table"
1641,Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,Medium,Dynamic Programming
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,Medium,"Array, Greedy, Heap (Priority Queue)"
1643,Kth Smallest Instructions,https://leetcode.com/problems/kth-smallest-instructions,Hard,"Array, Math, Dynamic Programming, Combinatorics"
1644,Lowest Common Ancestor of a Binary Tree II,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii,Medium,"Tree, Depth-First Search, Binary Tree"
1645,Hopper Company Queries II,https://leetcode.com/problems/hopper-company-queries-ii,Hard,Database
1646,Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,Easy,"Array, Dynamic Programming, Simulation"
1647,Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,Medium,"String, Greedy, Sorting"
1648,Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,Medium,"Array, Math, Binary Search, Greedy, Sorting, Heap (Priority Queue)"
1649,Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
1650,Lowest Common Ancestor of a Binary Tree III,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,Medium,"Hash Table, Tree, Binary Tree"
1651,Hopper Company Queries III,https://leetcode.com/problems/hopper-company-queries-iii,Hard,Database
1652,Defuse the Bomb,https://leetcode.com/problems/defuse-the-bomb,Easy,Array
1653,Minimum Deletions to Make String Balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,Medium,"String, Dynamic Programming, Stack"
1654,Minimum Jumps to Reach Home,https://leetcode.com/problems/minimum-jumps-to-reach-home,Medium,"Array, Dynamic Programming, Breadth-First Search"
1655,Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1656,Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream,Easy,"Array, Hash Table, Design, Data Stream"
1657,Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close,Medium,"Hash Table, String, Sorting"
1658,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,Medium,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum"
1659,Maximize Grid Happiness,https://leetcode.com/problems/maximize-grid-happiness,Hard,"Dynamic Programming, Bit Manipulation, Memoization, Bitmask"
1660,Correct a Binary Tree,https://leetcode.com/problems/correct-a-binary-tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1661,Average Time of Process per Machine,https://leetcode.com/problems/average-time-of-process-per-machine,Easy,Database
1662,Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,Easy,"Array, String"
1663,Smallest String With A Given Numeric Value,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,Medium,"String, Greedy"
1664,Ways to Make a Fair Array,https://leetcode.com/problems/ways-to-make-a-fair-array,Medium,"Array, Dynamic Programming"
1665,Minimum Initial Energy to Finish Tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,Hard,"Array, Greedy, Sorting"
1666,Change the Root of a Binary Tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree,Medium,"Tree, Depth-First Search, Binary Tree"
1667,Fix Names in a Table,https://leetcode.com/problems/fix-names-in-a-table,Easy,Database
1668,Maximum Repeating Substring,https://leetcode.com/problems/maximum-repeating-substring,Easy,"String, String Matching"
1669,Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,Medium,Linked List
1670,Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue,Medium,"Array, Linked List, Design, Queue, Data Stream"
1671,Minimum Number of Removals to Make Mountain Array,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,Hard,"Array, Binary Search, Dynamic Programming, Greedy"
1672,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,Easy,"Array, Matrix"
1673,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,Medium,"Array, Stack, Greedy, Monotonic Stack"
1674,Minimum Moves to Make Array Complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,Medium,"Array, Hash Table, Prefix Sum"
1675,Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array,Hard,"Array, Greedy, Heap (Priority Queue), Ordered Set"
1676,Lowest Common Ancestor of a Binary Tree IV,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,Medium,"Tree, Depth-First Search, Binary Tree"
1677,Product's Worth Over Invoices,https://leetcode.com/problems/products-worth-over-invoices,Easy,Database
1678,Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,Easy,String
1679,Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs,Medium,"Array, Hash Table, Two Pointers, Sorting"
1680,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,Medium,"Math, Bit Manipulation, Simulation"
1681,Minimum Incompatibility,https://leetcode.com/problems/minimum-incompatibility,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1682,Longest Palindromic Subsequence II,https://leetcode.com/problems/longest-palindromic-subsequence-ii,Medium,"String, Dynamic Programming"
1683,Invalid Tweets,https://leetcode.com/problems/invalid-tweets,Easy,Database
1684,Count the Number of Consistent Strings,https://leetcode.com/problems/count-the-number-of-consistent-strings,Easy,"Array, Hash Table, String, Bit Manipulation"
1685,Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,Medium,"Array, Math, Prefix Sum"
1686,Stone Game VI,https://leetcode.com/problems/stone-game-vi,Medium,"Array, Math, Greedy, Sorting, Heap (Priority Queue), Game Theory"
1687,Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,Hard,"Array, Dynamic Programming, Segment Tree, Queue, Heap (Priority Queue), Monotonic Queue"
1688,Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament,Easy,"Math, Simulation"
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,Medium,"String, Greedy"
1690,Stone Game VII,https://leetcode.com/problems/stone-game-vii,Medium,"Array, Math, Dynamic Programming, Game Theory"
1691,"Maximum Height by Stacking Cuboids ",https://leetcode.com/problems/maximum-height-by-stacking-cuboids,Hard,"Array, Dynamic Programming, Sorting"
1692,Count Ways to Distribute Candies,https://leetcode.com/problems/count-ways-to-distribute-candies,Hard,Dynamic Programming
1693,Daily Leads and Partners,https://leetcode.com/problems/daily-leads-and-partners,Easy,Database
1694,Reformat Phone Number,https://leetcode.com/problems/reformat-phone-number,Easy,String
1695,Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,Medium,"Array, Hash Table, Sliding Window"
1696,Jump Game VI,https://leetcode.com/problems/jump-game-vi,Medium,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
1697,Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,Hard,"Array, Union Find, Graph, Sorting"
1698,Number of Distinct Substrings in a String,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,Medium,"String, Trie, Rolling Hash, Suffix Array, Hash Function"
1699,Number of Calls Between Two Persons,https://leetcode.com/problems/number-of-calls-between-two-persons,Medium,Database
1700,Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,Easy,"Array, Stack, Queue, Simulation"
1701,Average Waiting Time,https://leetcode.com/problems/average-waiting-time,Medium,"Array, Simulation"
1702,Maximum Binary String After Change,https://leetcode.com/problems/maximum-binary-string-after-change,Medium,"String, Greedy"
1703,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,Hard,"Array, Greedy, Sliding Window, Prefix Sum"
1704,Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,Easy,"String, Counting"
1705,Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,Medium,"Array, Greedy, Heap (Priority Queue)"
1706,Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall,Medium,"Array, Dynamic Programming, Depth-First Search, Matrix, Simulation"
1707,Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,Hard,"Array, Bit Manipulation, Trie"
1708,Largest Subarray Length K,https://leetcode.com/problems/largest-subarray-length-k,Easy,"Array, Greedy"
1709,Biggest Window Between Visits,https://leetcode.com/problems/biggest-window-between-visits,Medium,Database
1710,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,Easy,"Array, Greedy, Sorting"
1711,Count Good Meals,https://leetcode.com/problems/count-good-meals,Medium,"Array, Hash Table"
1712,Ways to Split Array Into Three Subarrays,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays,Medium,"Array, Two Pointers, Binary Search, Prefix Sum"
1713,Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,Hard,"Array, Hash Table, Binary Search, Greedy"
1714,Sum Of Special Evenly-Spaced Elements In Array,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array,Hard,"Array, Dynamic Programming"
1715,Count Apples and Oranges,https://leetcode.com/problems/count-apples-and-oranges,Medium,Database
1716,Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,Easy,Math
1717,Maximum Score From Removing Substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings,Medium,"String, Stack, Greedy"
1718,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,Medium,"Array, Backtracking"
1719,Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,Hard,"Tree, Graph, Topological Sort"
1720,Decode XORed Array,https://leetcode.com/problems/decode-xored-array,Easy,"Array, Bit Manipulation"
1721,Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,Medium,"Linked List, Two Pointers"
1722,Minimize Hamming Distance After Swap Operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,Medium,"Array, Depth-First Search, Union Find"
1723,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1724,Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,Hard,"Union Find, Graph, Minimum Spanning Tree"
1725,Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,Easy,Array
1726,Tuple with Same Product,https://leetcode.com/problems/tuple-with-same-product,Medium,"Array, Hash Table"
1727,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,Medium,"Array, Greedy, Sorting, Matrix"
1728,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,Hard,"Math, Dynamic Programming, Breadth-First Search, Graph, Memoization, Game Theory"
1729,Find Followers Count,https://leetcode.com/problems/find-followers-count,Easy,Database
1730,Shortest Path to Get Food,https://leetcode.com/problems/shortest-path-to-get-food,Medium,"Array, Breadth-First Search, Matrix"
1731,The Number of Employees Which Report to Each Employee,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee,Easy,Database
1732,Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,Easy,"Array, Prefix Sum"
1733,Minimum Number of People to Teach,https://leetcode.com/problems/minimum-number-of-people-to-teach,Medium,"Array, Greedy"
1734,Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation,Medium,"Array, Bit Manipulation"
1735,Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product,Hard,"Array, Math, Dynamic Programming"
1736,Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,Easy,"String, Greedy"
1737,Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,"Hash Table, String, Counting, Prefix Sum"
1738,Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,Medium,"Array, Divide and Conquer, Bit Manipulation, Heap (Priority Queue), Matrix, Prefix Sum, Quickselect"
1739,Building Boxes,https://leetcode.com/problems/building-boxes,Hard,"Math, Binary Search, Greedy"
1740,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1741,Find Total Time Spent by Each Employee,https://leetcode.com/problems/find-total-time-spent-by-each-employee,Easy,Database
1742,Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,Easy,"Hash Table, Math, Counting"
1743,Restore the Array From Adjacent Pairs,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,Medium,"Array, Hash Table"
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,"Array, Prefix Sum"
1745,Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv,Hard,"String, Dynamic Programming"
1746,Maximum Subarray Sum After One Operation,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation,Medium,"Array, Dynamic Programming"
1747,Leetflex Banned Accounts,https://leetcode.com/problems/leetflex-banned-accounts,Medium,Database
1748,Sum of Unique Elements,https://leetcode.com/problems/sum-of-unique-elements,Easy,"Array, Hash Table, Counting"
1749,Maximum Absolute Sum of Any Subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,Medium,"Array, Dynamic Programming"
1750,Minimum Length of String After Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,Medium,"Two Pointers, String"
1751,Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,Hard,"Array, Binary Search, Dynamic Programming"
1752,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,Easy,Array
1753,Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,Medium,"Math, Greedy, Heap (Priority Queue)"
1754,Largest Merge Of Two Strings,https://leetcode.com/problems/largest-merge-of-two-strings,Medium,"Two Pointers, String, Greedy"
1755,Closest Subsequence Sum,https://leetcode.com/problems/closest-subsequence-sum,Hard,"Array, Two Pointers, Dynamic Programming, Bit Manipulation, Bitmask"
1756,Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue,Medium,"Array, Hash Table, Stack, Design, Binary Indexed Tree, Ordered Set"
1757,Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products,Easy,Database
1758,Minimum Changes To Make Alternating Binary String,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,Easy,String
1759,Count Number of Homogenous Substrings,https://leetcode.com/problems/count-number-of-homogenous-substrings,Medium,"Math, String"
1760,Minimum Limit of Balls in a Bag,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,Medium,"Array, Binary Search"
1761,Minimum Degree of a Connected Trio in a Graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph,Hard,Graph
1762,Buildings With an Ocean View,https://leetcode.com/problems/buildings-with-an-ocean-view,Medium,"Array, Stack, Monotonic Stack"
1763,Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,Easy,"Hash Table, String, Bit Manipulation, Sliding Window"
1764,Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,Medium,"Array, Greedy, String Matching"
1765,Map of Highest Peak,https://leetcode.com/problems/map-of-highest-peak,Medium,"Array, Breadth-First Search, Matrix"
1766,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,Hard,"Math, Tree, Depth-First Search, Breadth-First Search"
1767,Find the Subtasks That Did Not Execute,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute,Hard,Database
1768,Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately,Easy,"Two Pointers, String"
1769,Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,"Array, String"
1770,Maximum Score from Performing Multiplication Operations,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations,Medium,"Array, Dynamic Programming"
1771,Maximize Palindrome Length From Subsequences,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences,Hard,"String, Dynamic Programming"
1772,Sort Features by Popularity,https://leetcode.com/problems/sort-features-by-popularity,Medium,"Array, Hash Table, String, Sorting"
1773,Count Items Matching a Rule,https://leetcode.com/problems/count-items-matching-a-rule,Easy,"Array, String"
1774,Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,Medium,"Array, Dynamic Programming, Backtracking"
1775,Equal Sum Arrays With Minimum Number of Operations,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations,Medium,"Array, Hash Table, Greedy, Counting"
1776,Car Fleet II,https://leetcode.com/problems/car-fleet-ii,Hard,"Array, Math, Stack, Heap (Priority Queue), Monotonic Stack"
1777,Product's Price for Each Store,https://leetcode.com/problems/products-price-for-each-store,Easy,Database
1778,Shortest Path in a Hidden Grid,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,Medium,"Depth-First Search, Breadth-First Search, Graph, Interactive"
1779,Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,Array
1780,Check if Number is a Sum of Powers of Three,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,Medium,Math
1781,Sum of Beauty of All Substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,Medium,"Hash Table, String, Counting"
1782,Count Pairs Of Nodes,https://leetcode.com/problems/count-pairs-of-nodes,Hard,"Two Pointers, Binary Search, Graph"
1783,Grand Slam Titles,https://leetcode.com/problems/grand-slam-titles,Medium,Database
1784,Check if Binary String Has at Most One Segment of Ones,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,Easy,String
1785,Minimum Elements to Add to Form a Given Sum,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,Medium,"Array, Greedy"
1786,Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,Medium,"Dynamic Programming, Graph, Topological Sort, Heap (Priority Queue), Shortest Path"
1787,Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,Hard,"Array, Dynamic Programming, Bit Manipulation"
1788,Maximize the Beauty of the Garden,https://leetcode.com/problems/maximize-the-beauty-of-the-garden,Hard,"Array, Greedy, Prefix Sum"
1789,Primary Department for Each Employee,https://leetcode.com/problems/primary-department-for-each-employee,Easy,Database
1790,Check if One String Swap Can Make Strings Equal,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,Easy,"Hash Table, String, Counting"
1791,Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph,Easy,Graph
1792,Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio,Medium,"Array, Greedy, Heap (Priority Queue)"
1793,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray,Hard,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
1794,Count Pairs of Equal Substrings With Minimum Difference,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference,Medium,"Hash Table, String, Greedy"
1795,Rearrange Products Table,https://leetcode.com/problems/rearrange-products-table,Easy,Database
1796,Second Largest Digit in a String,https://leetcode.com/problems/second-largest-digit-in-a-string,Easy,"Hash Table, String"
1797,Design Authentication Manager,https://leetcode.com/problems/design-authentication-manager,Medium,"Hash Table, Design"
1798,Maximum Number of Consecutive Values You Can Make,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,Medium,"Array, Greedy"
1799,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,Hard,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask"
1800,Maximum Ascending Subarray Sum,https://leetcode.com/problems/maximum-ascending-subarray-sum,Easy,Array
1801,Number of Orders in the Backlog,https://leetcode.com/problems/number-of-orders-in-the-backlog,Medium,"Array, Heap (Priority Queue), Simulation"
1802,Maximum Value at a Given Index in a Bounded Array,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,Medium,"Binary Search, Greedy"
1803,Count Pairs With XOR in a Range,https://leetcode.com/problems/count-pairs-with-xor-in-a-range,Hard,"Array, Bit Manipulation, Trie"
1804,Implement Trie II (Prefix Tree),https://leetcode.com/problems/implement-trie-ii-prefix-tree,Medium,"Hash Table, String, Design, Trie"
1805,Number of Different Integers in a String,https://leetcode.com/problems/number-of-different-integers-in-a-string,Easy,"Hash Table, String"
1806,Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,Medium,"Array, Math, Simulation"
1807,Evaluate the Bracket Pairs of a String,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,Medium,"Array, Hash Table, String"
1808,Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors,Hard,"Math, Recursion"
1809,Ad-Free Sessions,https://leetcode.com/problems/ad-free-sessions,Easy,Database
1810,Minimum Path Cost in a Hidden Grid,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid,Medium,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Interactive"
1811,Find Interview Candidates,https://leetcode.com/problems/find-interview-candidates,Medium,Database
1812,Determine Color of a Chessboard Square,https://leetcode.com/problems/determine-color-of-a-chessboard-square,Easy,"Math, String"
1813,Sentence Similarity III,https://leetcode.com/problems/sentence-similarity-iii,Medium,"Array, Two Pointers, String"
1814,Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array,Medium,"Array, Hash Table, Math, Counting"
1815,Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts,Hard,"Array, Dynamic Programming, Bit Manipulation, Memoization, Bitmask"
1816,Truncate Sentence,https://leetcode.com/problems/truncate-sentence,Easy,"Array, String"
1817,Finding the Users Active Minutes,https://leetcode.com/problems/finding-the-users-active-minutes,Medium,"Array, Hash Table"
1818,Minimum Absolute Sum Difference,https://leetcode.com/problems/minimum-absolute-sum-difference,Medium,"Array, Binary Search, Sorting, Ordered Set"
1819,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,Hard,"Array, Math, Counting, Number Theory"
1820,Maximum Number of Accepted Invitations,https://leetcode.com/problems/maximum-number-of-accepted-invitations,Medium,"Array, Backtracking, Matrix"
1821,Find Customers With Positive Revenue this Year,https://leetcode.com/problems/find-customers-with-positive-revenue-this-year,Easy,Database
1822,Sign of the Product of an Array,https://leetcode.com/problems/sign-of-the-product-of-an-array,Easy,"Array, Math"
1823,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,Medium,"Array, Math, Recursion, Queue, Simulation"
1824,Minimum Sideway Jumps,https://leetcode.com/problems/minimum-sideway-jumps,Medium,"Array, Dynamic Programming, Greedy"
1825,Finding MK Average,https://leetcode.com/problems/finding-mk-average,Hard,"Design, Queue, Heap (Priority Queue), Ordered Set"
1826,Faulty Sensor,https://leetcode.com/problems/faulty-sensor,Easy,"Array, Two Pointers"
1827,Minimum Operations to Make the Array Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-increasing,Easy,"Array, Greedy"
1828,Queries on Number of Points Inside a Circle,https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle,Medium,"Array, Math, Geometry"
1829,Maximum XOR for Each Query,https://leetcode.com/problems/maximum-xor-for-each-query,Medium,"Array, Bit Manipulation, Prefix Sum"
1830,Minimum Number of Operations to Make String Sorted,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted,Hard,"Math, String, Combinatorics"
1831,Maximum Transaction Each Day,https://leetcode.com/problems/maximum-transaction-each-day,Medium,Database
1832,Check if the Sentence Is Pangram,https://leetcode.com/problems/check-if-the-sentence-is-pangram,Easy,"Hash Table, String"
1833,Maximum Ice Cream Bars,https://leetcode.com/problems/maximum-ice-cream-bars,Medium,"Array, Greedy, Sorting"
1834,Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,Medium,"Array, Sorting, Heap (Priority Queue)"
1835,Find XOR Sum of All Pairs Bitwise AND,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and,Hard,"Array, Math, Bit Manipulation"
1836,Remove Duplicates From an Unsorted Linked List,https://leetcode.com/problems/remove-duplicates-from-an-unsorted-linked-list,Medium,"Hash Table, Linked List"
1837,Sum of Digits in Base K,https://leetcode.com/problems/sum-of-digits-in-base-k,Easy,Math
